Author,Title,Abstract
JENNIFER LEE,Characterizing double-back stutter in low to multi-copy number regimes in forensically relevant STR loci,"Modern DNA analysis is possible due to the discovery of repeating microsatellite regions in DNA and successful implementation of the polymerase chain reaction (PCR) in laboratories. PCR amplification chemistries that contain short tandem repeat (STR) loci are sensitive. As a result, the discrimination power within human identification sciences has increased in recent years. Despite these advances, cellular admixtures are commonly collected, and the resultant “DNA mixture profile” is difficult to interpret as it is often encumbered by low-signals and allele drop-out. Regularly detected PCR artifacts can further complicate interpretation. One commonly encountered artifact is stutter, the result of strand slippage during PCR. Stutter can be of two types: forward and reverse. Reverse stutter (or back stutter) is the most prevalent and is one repeat unit shorter (n - 1) than the template strand. In contrast, forward stutter is one repeat unit longer (n + 1). If a reverse stutter amplicon is produced there is the distinct possibility that a stutter product of stutter may occur. This artifact is usually referred to as double-back stutter (DBS) or n - 2 stutter. Recently there has been renewed interest in examining signal approaching baseline levels. As the sensitivity of the process improves, so does the probability of detecting DBS. Therefore, studies that examine the peak height distributions, rarity, stutter signal-to-noise distances and the general impact of DBS on the signal are warranted. Models simulating PCR, and the entire forensic DNA process, have been created by this laboratory. The work presented herein builds upon a preexisting model; specifically, the dynamic model was extended such that DNA profiles consisting of 21 autosomal STRs, consistent with the GlobalFilerTM multiplex, are simulated. Furthermore, this expansion incorporated a three-type Galton-Watson branching process allowing DBS to be added to the simulated electropherogram (EPG). The in silico model was used to simulate the amplification of a 1:43 and 1:73 mixture at a total DNA concentration of 0.3 and 0.5 ng, respectively. We chose these extreme mixture ratios because the signal from these minor contributors would be most susceptible to DBS effects from the major contributor. A total of 1200 alleles from each contributor were simulated at each target, and effects of DBS on the signal from the minor contributor were characterized. At 0.3 and 0.5 ng both the noise and stutter signal histograms are right-skewed and a Kolmogorov-Smirnov (KS) test indicates that the noise and DBS were significantly different (p-value < 4x10-6). The average peak height of DBS for all loci in both scenarios were less than 50 RFU (Relative Fluorescence Units), and the DBS ratios ranged from 0.29 to 2.15% of the main allele, with the median ratios less than 0.5%. A per locus analytical threshold (AT) was calculated for both the 0.3 and 0.5 ng targets using two k-values: 3 and 4. The k-value is chosen based on the Type I risk assessment, wherein increasing the k-value increases AT. The percentage of DBS peaks greater than AT when k = 3 for the mixtures amplified at 0.3 and 0.5 ng ranged from 0 to 7.08% and 0 to 10.50%, respectively. Interestingly, when k = 4 the percentage of DBS peaks greater than AT for 0.3 and 0.5 ng reduced to 0 to 1.08% and 0 to 0.17%, respectively. This suggests that modeling DBS in continuous systems may not be necessary if the laboratory continues to rely on a system that requires an AT of sufficient strength. However, with the advent of Bayesian or machine learning-based approaches to analyzing EPGs, thus removing AT in its entirety, a complete understanding of the prevalence of DBS is necessary. This work shows that DBS from an extreme major using our laboratory protocols is not likely to be in the same signal regime as the signal from alleles; however, it does show that signal from DBS is significantly different from noise. Therefore, the software expert pair should be carefully considered during the validation stage and laboratories should consider DBS during interpretation, especially if enhanced post-PCR parameters are implemented into the forensic laboratory process."
JENNIFER LEE,Factors associated with lifestyle counseling provided to patients with prehypertension,"Prehypertension is an increasingly common diagnosis in this country and is a predictor of a future hypertension diagnosis. Current guidelines recommend lifestyle modifications for prehypertension treatment. This study attempts to evaluate the provider, physician, and patient-related factors that affect whether physicians provide lifestyle counseling to patients with prehypertension. This study is a cross-sectional, retrospective cohort study using the 2007–2010 datasets from the National Ambulatory Medical Care Survey. The analysis sample included 2,804 patient visit records of prehypertensive patients. The outcome variable is whether any lifestyle counseling that included smoking cessation, dietary change, and/or weight loss was provided. A logistic regression model was constructed to assess the effects that patient, physician and provider characteristics had on the outcome variable. Out of the total analysis sample of 2,804, 30% of the patients received at least one form of lifestyle counseling. Patient factors that were statistically significant included: having diabetes (odds ratio (OR)=2.32, 95% confidence interval (CI), 1.70–3.17), being over-weight (OR=1.64, 95% CI: 1.25 – 2.15), being identified as smokers (OR=1.65, 95% CI: 1.19–2.29). Significant provider characteristics included solo practices (OR=0.67 95% CI: 0.50–0.90); having electronic health record system with a patient problem list feature (OR=1.46, 95% CI: 1.08–1.98), electronic reminders of clinical guidelines (OR=1.42, 95% CI: 1.03–1.96), and medical/surgical physician specialty (OR=0.67, 95% CI: 0.45–0.99). Among the financial factors, only the percent revenue from Medicaid was significant, with the 26–75% Medicaid revenue having an OR of 0.45 (95% CI: 0.29–0.71) compared with the 0–25% reference level."
JENNIFER LEE,Autism screening and diagnosis in low resource settings: Challenges and opportunities to enhance research and services worldwide.,"Most research into the epidemiology, etiology, clinical manifestations, diagnosis and treatment of autism is based on studies in high income countries. Moreover, within high income countries, individuals of high socioeconomic status are disproportionately represented among participants in autism research. Corresponding disparities in access to autism screening, diagnosis, and treatment exist globally. One of the barriers perpetuating this imbalance is the high cost of proprietary tools for diagnosing autism and for delivering evidence-based therapies. Another barrier is the high cost of training of professionals and para-professionals to use the tools. Open-source and open access models provide a way to facilitate global collaboration and training. Using these models and technologies, the autism scientific community and clinicians worldwide should be able to work more effectively and efficiently than they have to date to address the global imbalance in autism knowledge and at the same time advance our understanding of autism and our ability to deliver cost-effective services to everyone in need."
JENNIFER LEE,Sevoflurane induces coherent slow-delta oscillations in rats,"Although general anesthetics are routinely administered to surgical patients to induce loss of consciousness, the mechanisms underlying anesthetic-induced unconsciousness are not fully understood. In rats, we characterized changes in the extradural EEG and intracranial local field potentials (LFPs) within the prefrontal cortex (PFC), parietal cortex (PC), and central thalamus (CT) in response to progressively higher doses of the inhaled anesthetic sevoflurane. During induction with a low dose of sevoflurane, beta/low gamma (12-40 Hz) power increased in the frontal EEG and PFC, PC and CT LFPs, and PFC-CT and PFC-PFC LFP beta/low gamma coherence increased. Loss of movement (LOM) coincided with an abrupt decrease in beta/low gamma PFC-CT LFP coherence. Following LOM, cortically coherent slow-delta (0.1-4 Hz) oscillations were observed in the frontal EEG and PFC, PC and CT LFPs. At higher doses of sevoflurane sufficient to induce loss of the righting reflex, coherent slow-delta oscillations were dominant in the frontal EEG and PFC, PC and CT LFPs. Dynamics similar to those observed during induction were observed as animals emerged from sevoflurane anesthesia. We conclude that the rat is a useful animal model for sevoflurane-induced EEG oscillations in humans, and that coherent slow-delta oscillations are a correlate of sevoflurane-induced behavioral arrest and loss of righting in rats."
JENNIFER LEE,Racial/ethnic disparities in type 2 diabetes remission after bariatric surgery,"BACKGROUND: Previous studies have shown that there are racial disparities in type 2 diabetes (T2DM) remission following bariatric surgery, with African-Americans (AA) in particular experiencing a subsequent relapse. In recent years, some have attributed these findings to racial differences in fasting insulin levels, with AA having higher levels, as increasing evidence for an alternate model of T2DM pathophysiology gains support. In this model, basal hyperinsulinemia is considered a primary event in T2DM disease development, rather than a compensatory response to increased insulin resistance. This study aimed to compare glycemic outcomes after bariatric surgery in different races, namely African-Americans (AA), Hispanic-Americans (HA), and Caucasian-Americans (CA), and to determine whether there were any associated changes in insulin levels and insulin resistance that may lend support to this revised model of T2DM pathophysiology. METHODS: A retrospective medical record review of 1,326 patients (389 AA, 179 HA, and 758 CA) who underwent bariatric surgery at Boston Medical Center (BMC) from 2004 to 2015 was conducted. Baseline characteristics and maximum percent weight loss were compared using one-way ANOVA and Chi-square tests of independence. Changes in mean glycated hemoglobin (HbA1c), insulin levels, insulin resistance (HOMA-IR), and blood glucose levels were analyzed using linear mixed models, overall and by racial group. The same procedures were conducted in both the overall patient population and a T2DM subpopulation. RESULTS: Over an 11-year postoperative observation period, all racial groups underwent a significant decrease in HbA1c (P<0.001) within the first two years following surgery. While HbA1c levels remained stable in CA and HA, they began to rise at 2 years in AA only (P=0.043). Additionally, analyses of covariates, including age at surgery (P=0.005), initial BMI (P<0.001), and maximum weight loss (P=0.049), revealed that all three were significant factors affecting mean HbA1c levels. However, when included in the mixed model, the race x time interaction effect on mean HbA1c remained significant. There was also a significant overall decrease in both insulin and HOMA-IR. When stratified by race, analysis of the T2DM population showed that insulin levels began to increase again by the 2nd year after surgery in AA, while in CA and HA they continued to decrease and subsequently stabilize. Analysis of the total patient population showed that HOMA-IR levels in AA, as well as in CA and HA, continued to decrease at this 2-year time point. Decreases in blood glucose levels after surgery were significant overall (P<0.001), but not significant when stratified by race. CONCLUSIONS: After the initial “metabolic reset” that occurs within the first 2 years after bariatric surgery, during which HbA1c levels normalize in the vast majority of patients, it was observed only in the AA population that there was a steady increase in HbA1c to levels near those recorded at baseline. This coincided with an observation of increasing insulin levels despite decreasing insulin resistance seen in AA only. Our results suggest that current discussions regarding a revised model of T2DM pathophysiology, in which hyperinsulinemia precedes insulin resistance, may help explain the racial disparities in glycemic control observed in both post-surgical and non-surgical contexts of T2DM outcome. However, future prospective studies are needed to further the preliminary results of this study."
JENNIFER LEE,Cooperative Stimulation of Dendritic Cells by Cryptococcus neoformans Mannoproteins and CpG Oligodeoxynucleotides,"While mannosylation targets antigens to mannose receptors on dendritic cells (DC), the resultant immune response is suboptimal. We hypothesized that the addition of toll-like receptor (TLR) ligands would enhance the DC response to mannosylated antigens. Cryptococcus neoformans mannoproteins (MP) synergized with CpG-containing oligodeoxynucleotides to stimulate enhanced production of proinflammatory cytokines and chemokines from murine conventional and plasmacytoid DC. Synergistic stimulation required the interaction of mannose residues on MP with the macrophage mannose receptor (MR), CD206. Moreover, synergy with MP was observed with other TLR ligands, including tripalmitoylated lipopeptide (Pam3CSK4), polyinosine-polycytidylic acid (pI:C), and imiquimod. Finally, CpG enhanced MP-specific MHC II-restricted CD4+ T-cell responses by a mechanism dependent upon DC expression of CD206 and TLR9. These data suggest a rationale for vaccination strategies that combine mannosylated antigens with TLR ligands and imply that immune responses to naturally mannosylated antigens on pathogens may be greatly augmented if TLR and MR are cooperatively stimulated."
JENNIFER LEE,Triple-Negative Breast Cancers are Increased in Black Women Regardless of Age or Body Mass Index,"INTRODUCTION. We investigated clinical and pathologic features of breast cancers (BC) in an unselected series of patients diagnosed in a tertiary care hospital serving a diverse population. We focused on triple-negative (Tneg) tumours (oestrogen receptor (ER), progesterone receptor (PR) and HER2 negative), which are associated with poor prognosis. METHODS. We identified female patients with invasive BC diagnosed between 1998 and 2006, with data available on tumor grade, stage, ER, PR and HER2 status, and patient age, body mass index (BMI) and self-identified racial/ethnic group. We determined associations between patient and tumour characteristics using contingency tables and multivariate logistic regression. RESULTS. 415 cases were identified. Patients were racially and ethnically diverse (born in 44 countries, 36% white, 43% black, 10% Hispanic and 11% other). 47% were obese (BMI > 30 kg/m2). 72% of tumours were ER+ and/or PR+, 20% were Tneg and 13% were HER2+. The odds of having a Tneg tumour were 3-fold higher (95% CI 1.6, 5.5; p = 0.0001) in black compared with white women. Tneg tumours were equally common in black women diagnosed before and after age 50 (31% vs 29%; p = NS), and who were obese and non-obese (29% vs 31%; p = NS). Considering all patients, as BMI increased, the proportion of Tneg tumours decreased (p = 0.08). CONCLUSIONS. Black women of diverse background have 3-fold more Tneg tumours than non-black women, regardless of age and BMI. Other factors must determine tumour subtype. The higher prevalence of Tneg tumours in black women in all age and weight categories likely contributes to black women's unfavorable breast cancer prognosis."
JENNIFER LEE,Consumer behavior on an online-to-offline platform: an empirical investigation of the automotive repair service market,"This study uses a unique dataset from O2O platform business in the automotive repair services. The platform is a mobile-based service where consumers upload the information about their auto damage such as photos and written description, and the repair shops respond to such requests informing the price quote, location of the store, written comments, and contact information. Consumers can also to initiate communications with the business before the store visit through the mobile application or via phone calls. The study serves three objectives. First, to investigate how the platform helps consumers receive services customized to their situations, we test the effect of consumer’s automotive damage severity on their likeliness to contact the provider through the platform. We also test how physical distance to the shop affects consumer behavior and how its impact is moderated by consumer-specific situations. Lastly, as the open platform enables transparent and rapid delivery of information to consumers, we examine the effects of quote price and the responsive delivery of service quotes, i.e., quote timeliness. Below are sample hypotheses. H3: The effect of repair shop distance on consumers’ probability of responding to a service quote weakens as the severity of damage increases. H4: Consumers are more likely to respond to a service quote with high price competitiveness (which has a lower price compared to the average of all quotes). H7: The effect of quote timeliness on consumers’ probability of responding to a service quote weakens as the severity of damage increases. Since our data include a binary outcome (i.e., responded to a quote or not), we formulate consumer behaviors using a logit model (e.g., Guadagni and Little 1983; Malhotra 1984; Train 2009). We applied maximum likelihood estimation method to estimate the parameters in our logit model. u_ij=β_0+β_1 DemageSeverity_i+β_2 ShopDistance_ij+β_3 PriceDiff_ij + β_4 TimeElapsed_ij +β_5 NoPrevQuotes_ij+β_6 ShopClass_ij +〖 β〗_7 ShopDistance_ij∙DemageSeverity_i+β_8 PriceDiff_ij∙DemageSeverity_i + β_9 TimeElapsed_ij∙DamageSeverity_i +〖 ε〗_ij. The research provides contributions to the academy and the practice. We fill the gap in literature by discussing the fundamental characteristics of businesses adopting both O2O and open platform models. We also take the first step to empirically test the impact of various types of store and consumer-specific information on consumer decisions, advancing the understanding of digital consumers. It is found that consumers’ high involvement in the purchase situation motivates them to proactively utilize the digital platform to contact the service providers. Also, they preferred the timely quotes regardless of the involvement level, which implies that the digital consumers have tendency to make quick choices under all situations."
JENNIFER LEE,New era signals and customer review platforms: conceptual and empirical analysis,"Thanks to the development of the customer review platforms, which now exist for nearly all service categories, customers have access to more objective product information free from firms’ self-interest. The emerging market environment calls for further academic examination of how customers look for peer-provided signals when facing difficulty in evaluating product/service quality. Extending the signaling literature (Kirmani and Rao, 2000; Akerlof 1970; Saboo and Grewal 2013), the objectives of the present work are a) to introduce a novel concept of customer-provided New era signals as solution for quality evaluation problems (specifically, adverse selection and moral hazard), b) to empirically test a model of how different types of the New era signals (expert advisor vs. referent advisor) are sought by customers when facing such problems, and finally c) to examine how customers’ latent needs (cognitive knowledge vs. social trust) emerge in those circumstances. Based on the novel concept of New era signals, we conduct empirical studies to examine how customers look for New era signals (expert leader vs. referent leader) under different types of uncertainty condition based on their perceived risk (adverse selection vs. moral hazard). We conducted two experiments and adopted ANOVA for both studies. Study 1 was designed to evaluate the participants’ need for objective knowledge and trust based on the type of information asymmetry problem they are focusing on (adverse selection vs. moral hazard). The results find support for our hypotheses indicating that when focusing on adverse selection, participants are more likely to feel the need for objective knowledge whereas when focusing on moral hazard, participants are more likely to feel the need for trust. Study 2 was designed to evaluate the participants’ need for objective knowledge and trust as well as their likelihood to seek New era signals with high expert power and referent power based on the type of information asymmetry problem they are focusing on (adverse selection vs. moral hazard). The results find support for our hypotheses indicating that when focusing on adverse selection, participants are more likely to feel the need for objective knowledge and more likely to seek New era signals with high expert power whereas when focusing on moral hazard, participants are more likely to feel the need for trust. The participants’ likelihood of seeking New era signals with high referent power was not supported."
JENNIFER LEE,"Design, Conduct and Challenges of a Clinical Trial Utilizing Elastic Light Scattering Spectroscopy in the Thyroid",
JENNIFER LEE,The eighteenth data release of the Sloan Digital Sky Surveys: targeting and first spectra from SDSS-V,"The eighteenth data release (DR18) of the Sloan Digital Sky Survey (SDSS) is the first one for SDSS-V, the fifth generation of the survey. SDSS-V comprises three primary scientific programs or “Mappers”: the Milky Way Mapper (MWM), the Black Hole Mapper (BHM), and the Local Volume Mapper. This data release contains extensive targeting information for the two multiobject spectroscopy programs (MWM and BHM), including input catalogs and selection functions for their numerous scientific objectives. We describe the production of the targeting databases and their calibration and scientifically focused components. DR18 also includes ∼25,000 new SDSS spectra and supplemental information for X-ray sources identified by eROSITA in its eFEDS field. We present updates to some of the SDSS software pipelines and preview changes anticipated for DR19. We also describe three value-added catalogs (VACs) based on SDSS-IV data that have been published since DR17, and one VAC based on the SDSS-V data in the eFEDS field."
JENNIFER LEE,The long-baseline neutrino experiment: exploring fundamental symmetries of the universe,"The preponderance of matter over antimatter in the early Universe, the dynamics of the supernova bursts that produced the heavy elements necessary for life and whether protons eventually decay --- these mysteries at the forefront of particle physics and astrophysics are key to understanding the early evolution of our Universe, its current state and its eventual fate. The Long-Baseline Neutrino Experiment (LBNE) represents an extensively developed plan for a world-class experiment dedicated to addressing these questions. LBNE is conceived around three central components: (1) a new, high-intensity neutrino source generated from a megawatt-class proton accelerator at Fermi National Accelerator Laboratory, (2) a near neutrino detector just downstream of the source, and (3) a massive liquid argon time-projection chamber deployed as a far detector deep underground at the Sanford Underground Research Facility. This facility, located at the site of the former Homestake Mine in Lead, South Dakota, is approximately 1,300 km from the neutrino source at Fermilab -- a distance (baseline) that delivers optimal sensitivity to neutrino charge-parity symmetry violation and mass ordering effects. This ambitious yet cost-effective design incorporates scalability and flexibility and can accommodate a variety of upgrades and contributions. With its exceptional combination of experimental configuration, technical capabilities, and potential for transformative discoveries, LBNE promises to be a vital facility for the field of particle physics worldwide, providing physicists from around the globe with opportunities to collaborate in a twenty to thirty year program of exciting science. In this document we provide a comprehensive overview of LBNE's scientific objectives, its place in the landscape of neutrino physics worldwide, the technologies it will incorporate and the capabilities it will possess."
JONATHAN S JAY,"Bostonia: v. 61, no. 1-2, 4",
JONATHAN S JAY,"First Sagittarius A* Event Horizon Telescope results. II. EHT and multiwavelength observations, data processing, and calibration","We present Event Horizon Telescope (EHT) 1.3 mm measurements of the radio source located at the position of the supermassive black hole Sagittarius A* (Sgr A*), collected during the 2017 April 5–11 campaign. The observations were carried out with eight facilities at six locations across the globe. Novel calibration methods are employed to account for Sgr A*'s flux variability. The majority of the 1.3 mm emission arises from horizon scales, where intrinsic structural source variability is detected on timescales of minutes to hours. The effects of interstellar scattering on the image and its variability are found to be subdominant to intrinsic source structure. The calibrated visibility amplitudes, particularly the locations of the visibility minima, are broadly consistent with a blurred ring with a diameter of ∼50 μas, as determined in later works in this series. Contemporaneous multiwavelength monitoring of Sgr A* was performed at 22, 43, and 86 GHz and at near-infrared and X-ray wavelengths. Several X-ray flares from Sgr A* are detected by Chandra, one at low significance jointly with Swift on 2017 April 7 and the other at higher significance jointly with NuSTAR on 2017 April 11. The brighter April 11 flare is not observed simultaneously by the EHT but is followed by a significant increase in millimeter flux variability immediately after the X-ray outburst, indicating a likely connection in the emission physics near the event horizon. We compare Sgr A*’s broadband flux during the EHT campaign to its historical spectral energy distribution and find that both the quiescent emission and flare emission are consistent with its long-term behavior."
JONATHAN S JAY,Event Horizon Telescope imaging of the archetypal blazar 3C 279 at an extreme 20 microarcsecond resolution,"3C 279 is an archetypal blazar with a prominent radio jet that show broadband flux density variability across the entire electromagnetic spectrum. We use an ultra-high angular resolution technique – global Very Long Baseline Interferometry (VLBI) at 1.3 mm (230 GHz) – to resolve the innermost jet of 3C 279 in order to study its fine-scale morphology close to the jet base where highly variable γ-ray emission is thought to originate, according to various models. The source was observed during four days in April 2017 with the Event Horizon Telescope at 230 GHz, including the phased Atacama Large Millimeter/submillimeter Array (ALMA), at an angular resolution of ∼20 μas (at a redshift of z = 0.536 this corresponds to ∼0.13 pc  ∼ 1700 Schwarzschild radii with a black hole mass M<jats:sub>BH</jats:sub> = 8 × 10^8 M_⊙). Imaging and model-fitting techniques were applied to the data to parameterize the fine-scale source structure and its variation. We find a multicomponent inner jet morphology with the northernmost component elongated perpendicular to the direction of the jet, as imaged at longer wavelengths. The elongated nuclear structure is consistent on all four observing days and across different imaging methods and model-fitting techniques, and therefore appears robust. Owing to its compactness and brightness, we associate the northern nuclear structure as the VLBI “core”. This morphology can be interpreted as either a broad resolved jet base or a spatially bent jet. We also find significant day-to-day variations in the closure phases, which appear most pronounced on the triangles with the longest baselines. Our analysis shows that this variation is related to a systematic change of the source structure. Two inner jet components move non-radially at apparent speeds of ∼15 c and ∼20 c (∼1.3 and ∼1.7 μas day^−1, respectively), which more strongly supports the scenario of traveling shocks or instabilities in a bent, possibly rotating jet. The observed apparent speeds are also coincident with the 3C 279 large-scale jet kinematics observed at longer (cm) wavelengths, suggesting no significant jet acceleration between the 1.3 mm core and the outer jet. The intrinsic brightness temperature of the jet components are ≲10^10 K, a magnitude or more lower than typical values seen at ≥7 mm wavelengths. The low brightness temperature and morphological complexity suggest that the core region of 3C 279 becomes optically thin at short (mm) wavelengths."
JONATHAN S JAY,First M87 Event Horizon Telescope results. II. Array and instrumentation,"The Event Horizon Telescope (EHT) is a very long baseline interferometry (VLBI) array that comprises millimeter- and submillimeter-wavelength telescopes separated by distances comparable to the diameter of the Earth. At a nominal operating wavelength of ~1.3 mm, EHT angular resolution (λ/D) is ~25 μas, which is sufficient to resolve nearby supermassive black hole candidates on spatial and temporal scales that correspond to their event horizons. With this capability, the EHT scientific goals are to probe general relativistic effects in the strong-field regime and to study accretion and relativistic jet formation near the black hole boundary. In this Letter we describe the system design of the EHT, detail the technology and instrumentation that enable observations, and provide measures of its performance. Meeting the EHT science objectives has required several key developments that have facilitated the robust extension of the VLBI technique to EHT observing wavelengths and the production of instrumentation that can be deployed on a heterogeneous array of existing telescopes and facilities. To meet sensitivity requirements, high-bandwidth digital systems were developed that process data at rates of 64 gigabit s−1, exceeding those of currently operating cm-wavelength VLBI arrays by more than an order of magnitude. Associated improvements include the development of phasing systems at array facilities, new receiver installation at several sites, and the deployment of hydrogen maser frequency standards to ensure coherent data capture across the array. These efforts led to the coordination and execution of the first Global EHT observations in 2017 April, and to event-horizon-scale imaging of the supermassive black hole candidate in M87."
JONATHAN S JAY,First M87 Event Horizon Telescope results. I. The shadow of the supermassive black hole,"When surrounded by a transparent emission region, black holes are expected to reveal a dark shadow caused by gravitational light bending and photon capture at the event horizon. To image and study this phenomenon, we have assembled the Event Horizon Telescope, a global very long baseline interferometry array observing at a wavelength of 1.3 mm. This allows us to reconstruct event-horizon-scale images of the supermassive black hole candidate in the center of the giant elliptical galaxy M87. We have resolved the central compact radio source as an asymmetric bright emission ring with a diameter of 42 ± 3 μas, which is circular and encompasses a central depression in brightness with a flux ratio gsim10:1. The emission ring is recovered using different calibration and imaging schemes, with its diameter and width remaining stable over four different observations carried out in different days. Overall, the observed image is consistent with expectations for the shadow of a Kerr black hole as predicted by general relativity. The asymmetry in brightness in the ring can be explained in terms of relativistic beaming of the emission from a plasma rotating close to the speed of light around a black hole. We compare our images to an extensive library of ray-traced general-relativistic magnetohydrodynamic simulations of black holes and derive a central mass of M = (6.5 ± 0.7) × 10^9 M ⊙. Our radio-wave observations thus provide powerful evidence for the presence of supermassive black holes in centers of galaxies and as the central engines of active galactic nuclei. They also present a new tool to explore gravity in its most extreme limit and on a mass scale that was so far not accessible."
JONATHAN S JAY,First Sagittarius A* Event Horizon Telescope results. I. The shadow of the supermassive black hole in the center of the Milky Way,"We present the first Event Horizon Telescope (EHT) observations of Sagittarius A* (Sgr A*), the Galactic center source associated with a supermassive black hole. These observations were conducted in 2017 using a global interferometric array of eight telescopes operating at a wavelength of λ = 1.3 mm. The EHT data resolve a compact emission region with intrahour variability. A variety of imaging and modeling analyses all support an image that is dominated by a bright, thick ring with a diameter of 51.8 ± 2.3 μas (68% credible interval). The ring has modest azimuthal brightness asymmetry and a comparatively dim interior. Using a large suite of numerical simulations, we demonstrate that the EHT images of Sgr A* are consistent with the expected appearance of a Kerr black hole with mass ∼4 × 106 M ⊙, which is inferred to exist at this location based on previous infrared observations of individual stellar orbits, as well as maser proper-motion studies. Our model comparisons disfavor scenarios where the black hole is viewed at high inclination (i &gt; 50°), as well as nonspinning black holes and those with retrograde accretion disks. Our results provide direct evidence for the presence of a supermassive black hole at the center of the Milky Way, and for the first time we connect the predictions from dynamical measurements of stellar orbits on scales of 103–105 gravitational radii to event-horizon-scale images and variability. Furthermore, a comparison with the EHT results for the supermassive black hole M87* shows consistency with the predictions of general relativity spanning over three orders of magnitude in central mass."
JONATHAN S JAY,Curbing the epidemic of community firearm violence after the Bruen decision,"The Supreme Court’s decision in New York State Rifle & Pistol Association Inc. v. Bruen undermines the ability of cities and states to regulate firearms safety. Nonetheless, we remain hopeful that firearm violence can decline even after the Bruen decision. Several promising public health approaches have gained broader adoption in recent years. This essay examines the key drivers of community firearm violence and reviews promising strategies to reverse those conditions, including community violence intervention (CVI) programs and place-based and structural interventions."
JONATHAN S JAY,The long-baseline neutrino experiment: exploring fundamental symmetries of the universe,"The preponderance of matter over antimatter in the early Universe, the dynamics of the supernova bursts that produced the heavy elements necessary for life and whether protons eventually decay --- these mysteries at the forefront of particle physics and astrophysics are key to understanding the early evolution of our Universe, its current state and its eventual fate. The Long-Baseline Neutrino Experiment (LBNE) represents an extensively developed plan for a world-class experiment dedicated to addressing these questions. LBNE is conceived around three central components: (1) a new, high-intensity neutrino source generated from a megawatt-class proton accelerator at Fermi National Accelerator Laboratory, (2) a near neutrino detector just downstream of the source, and (3) a massive liquid argon time-projection chamber deployed as a far detector deep underground at the Sanford Underground Research Facility. This facility, located at the site of the former Homestake Mine in Lead, South Dakota, is approximately 1,300 km from the neutrino source at Fermilab -- a distance (baseline) that delivers optimal sensitivity to neutrino charge-parity symmetry violation and mass ordering effects. This ambitious yet cost-effective design incorporates scalability and flexibility and can accommodate a variety of upgrades and contributions. With its exceptional combination of experimental configuration, technical capabilities, and potential for transformative discoveries, LBNE promises to be a vital facility for the field of particle physics worldwide, providing physicists from around the globe with opportunities to collaborate in a twenty to thirty year program of exciting science. In this document we provide a comprehensive overview of LBNE's scientific objectives, its place in the landscape of neutrino physics worldwide, the technologies it will incorporate and the capabilities it will possess."
ADAM THOMAS LABADORF,Widespread perturbation of ETS factor binding sites in cancer,"Although >90% of somatic mutations reside in non-coding regions, few have been reported as cancer drivers. To predict driver non-coding variants (NCVs), we present a transcription factor (TF)-aware burden test based on a model of coherent TF function in promoters. We apply this test to NCVs from the Pan-Cancer Analysis of Whole Genomes cohort and predict 2555 driver NCVs in the promoters of 813 genes across 20 cancer types. These genes are enriched in cancer-related gene ontologies, essential genes, and genes associated with cancer prognosis. We find that 765 candidate driver NCVs alter transcriptional activity, 510 lead to differential binding of TF-cofactor regulatory complexes, and that they primarily impact the binding of ETS factors. Finally, we show that different NCVs within a promoter often affect transcriptional activity through shared mechanisms. Our integrated computational and experimental approach shows that cancer NCVs are widespread and that ETS factors are commonly disrupted."
YI JI,Deep spectral learning for label-free optical imaging oximetry with uncertainty quantification,"Measurement of blood oxygen saturation (sO2) by optical imaging oximetry provides invaluable insight into local tissue functions and metabolism. Despite different embodiments and modalities, all label-free optical-imaging oximetry techniques utilize the same principle of sO2-dependent spectral contrast from haemoglobin. Traditional approaches for quantifying sO2 often rely on analytical models that are fitted by the spectral measurements. These approaches in practice suffer from uncertainties due to biological variability, tissue geometry, light scattering, systemic spectral bias, and variations in the experimental conditions. Here, we propose a new data-driven approach, termed deep spectral learning (DSL), to achieve oximetry that is highly robust to experimental variations and, more importantly, able to provide uncertainty quantification for each sO2 prediction. To demonstrate the robustness and generalizability of DSL, we analyse data from two visible light optical coherence tomography (vis-OCT) setups across two separate in vivo experiments on rat retinas. Predictions made by DSL are highly adaptive to experimental variabilities as well as the depth-dependent backscattering spectra. Two neural-network-based models are tested and compared with the traditional least-squares fitting (LSF) method. The DSL-predicted sO2 shows significantly lower mean-square errors than those of the LSF. For the first time, we have demonstrated en face maps of retinal oximetry along with a pixel-wise confidence assessment. Our DSL overcomes several limitations of traditional approaches and provides a more flexible, robust, and reliable deep learning approach for in vivo non-invasive label-free optical oximetry."
YI JI,First born model for reflection-mode Fourier ptychographic microscopy,We validate a first Born approximation based model for Reflection-mode Fourier ptychography under the semi-infinite boundary condition. Our model enables optical thickness and absorption recovery with enhanced resolution from thin samples.
YI JI,Inverse scattering for reflection intensity phase microscopy,"Reflection phase imaging provides label-free, high-resolution characterization of biological samples, typically using interferometric-based techniques. Here, we investigate reflection phase microscopy from intensity-only measurements under diverse illumination. We evaluate the forward and inverse scattering model based on the first Born approximation for imaging scattering objects above a glass slide. Under this design, the measured field combines linear forward-scattering and height-dependent nonlinear back-scattering from the object that complicates object phase recovery. Using only the forward-scattering, we derive a linear inverse scattering model and evaluate this model's validity range in simulation and experiment using a standard reflection microscope modified with a programmable light source. Our method provides enhanced contrast of thin, weakly scattering samples that complement transmission techniques. This model provides a promising development for creating simplified intensity-based reflection quantitative phase imaging systems easily adoptable for biological research."
