Author,Title,Abstract
MARK W GRINSTAFF,Implications for an imidazol-2-yl carbene intermediate in the rhodanase-catalyzed C-S bond formation reaction of anaerobic ergothioneine biosynthesis,"In the anaerobic ergothioneine biosynthetic pathway, a rhodanese domain containing enzyme (EanB) activates tne hercynine's sp2 ε-C-H Dona ana replaces it with a C-S bond to produce ergothioneine. The key intermediate for this trans-sulfuration reaction is the Cys412 persulfide. Substitution of the EanB-Cys412 persulfide with a Cys412 perselenide does not yield the selenium analog of ergothioneine, selenoneine. However, in deuterated buffer, the perselenide-modified EanB catalyzes the deuterium exchange between hercynine's sp2 ε-C-H bond and D2O. Results from QM/MM calculations suggest that the reaction involves a carbene intermediate and that Tyr353 plays a key role. We hypothesize that modulating the pKa of Tyr353 will affect the deuterium-exchange rate. Indeed, the 3,5-difluoro tyrosine containing EanB catalyzes the deuterium exchange reaction with k ex of ~10-fold greater than the wild-type EanB (EanBWT). With regards to potential mechanisms, these results support the involvement of a carbene intermediate in EanB-catalysis, rendering EanB as one of the few carbene-intermediate involving enzymatic systems."
MARK W GRINSTAFF,Single-step replacement of an unreactive C-H bond by a C-S bond using polysulfide as the direct sulfur source in anaerobic ergothioneine biosynthesis,"Ergothioneine, a natural longevity vitamin and antioxidant, is a thiol-histidine derivative. Recently, two types of biosynthetic pathways were reported. In the aerobic ergothioneine biosynthesis, a non-heme iron enzyme incorporates a sulfoxide to an sp2 C-H bond in trimethyl-histidine (hercynine) through oxidation reactions. In contrast, in the anaerobic ergothioneine biosynthetic pathway in a green sulfur bacterium, Chlorobium limicola, a rhodanese domain containing protein (EanB) directly replaces this unreactive hercynine C-H bond with a C-S bond. Herein, we demonstrate that polysulfide (HSSnSR) is the direct sulfur-source in EanB-catalysis. After identifying EanB's substrates, X-ray crystallography of several intermediate states along with mass spectrometry results provide additional mechanistic details for this reaction. Further, quantum mechanics/molecular mechanics (QM/MM) calculations reveal that protonation of Nπ of hercynine by Tyr353 with the assistance of Thr414 is a key activation step for the hercynine sp2 C-H bond in this trans-sulfuration reaction."
MARK W GRINSTAFF,"Fluorescent dendritic micro-hydrogels: synthesis, analysis and use in single-cell detection","Hydrogels are of keen interest for a wide range of medical and biotechnological applications including as 3D substrate structures for the detection of proteins, nucleic acids, and cells. Hydrogel parameters such as polymer wt % and crosslink density are typically altered for a specific application; now, fluorescence can be incorporated into such criteria by specific macromonomer selection. Intrinsic fluorescence was observed at λmax 445 nm from hydrogels polymerized from lysine and aldehyde- terminated poly(ethylene glycol) macromonomers upon excitation with visible light. The hydrogel’s photochemical properties are consistent with formation of a nitrone functionality. Printed hydrogels of 150 μm were used to detect individual cell adherence via a decreased in fluorescence. The use of such intrinsically fluorescent hydrogels as a platform for cell sorting and detection expands the current repertoire of tools available."
MARK W GRINSTAFF,A progesterone biosensor derived from microbial screening,"Bacteria are an enormous and largely untapped reservoir of biosensing proteins. We describe an approach to identify and isolate bacterial allosteric transcription factors (aTFs) that recognize a target analyte and to develop these TFs into biosensor devices. Our approach utilizes a combination of genomic screens and functional assays to identify and isolate biosensing TFs, and a quantum-dot Förster Resonance Energy Transfer (FRET) strategy for transducing analyte recognition into real-time quantitative measurements. We use this approach to identify a progesterone-sensing bacterial aTF and to develop this TF into an optical sensor for progesterone. The sensor detects progesterone in artificial urine with sufficient sensitivity and specificity for clinical use, while being compatible with an inexpensive and portable electronic reader for point-of-care applications. Our results provide proof-of-concept for a paradigm of microbially-derived biosensors adaptable to inexpensive, real-time sensor devices."
MARK W GRINSTAFF,Triple contrast CT method enables simultaneous evaluation of articular cartilage composition and segmentation,"Early degenerative changes of articular cartilage are detected using contrast-enhanced computed tomography (CT) with a cationic contrast agent (CA). However, cationic CA diffusion into degenerated cartilage decreases with proteoglycan depletion and increases with elevated water content, thus hampering tissue evaluation at early diffusion time points. Furthermore, the contrast at synovial fluid-cartilage interface diminishes as a function of diffusion time hindering accurate cartilage segmentation. For the first time, we employ quantitative dual-energy CT (QDECT) imaging utilizing a mixture of three CAs (cationic CA4+ and non-ionic gadoteridol which are sensitive to proteoglycan and water contents, respectively, and bismuth nanoparticles which highlight the cartilage surface) to simultaneously segment the articulating surfaces and determine of the cartilage condition. Intact healthy, proteoglycan-depleted, and mechanically injured bovine cartilage samples (n = 27) were halved and imaged with synchrotron microCT 2-h post immersion in triple CA or in dual CA (CA4+ and gadoteridol). CA4+ and gadoteridol partitions were determined using QDECT, and pairwise evaluation of these partitions was conducted for samples immersed in dual and triple CAs. In conclusion, the triple CA method is sensitive to proteoglycan depletion while maintaining sufficient contrast at the articular surface to enable detection of cartilage lesions caused by mechanical impact."
STEPHAN W ANDERSON,Bayesian reconstruction of magnetic resonance images using Gaussian processes,"A central goal of modern magnetic resonance imaging (MRI) is to reduce the time required to produce high-quality images. Efforts have included hardware and software innovations such as parallel imaging, compressed sensing, and deep learning-based reconstruction. Here, we propose and demonstrate a Bayesian method to build statistical libraries of magnetic resonance (MR) images in k-space and use these libraries to identify optimal subsampling paths and reconstruction processes. Specifically, we compute a multivariate normal distribution based upon Gaussian processes using a publicly available library of T1-weighted images of healthy brains. We combine this library with physics-informed envelope functions to only retain meaningful correlations in k-space. This covariance function is then used to select a series of ring-shaped subsampling paths using Bayesian optimization such that they optimally explore space while remaining practically realizable in commercial MRI systems. Combining optimized subsampling paths found for a range of images, we compute a generalized sampling path that, when used for novel images, produces superlative structural similarity and error in comparison to previously reported reconstruction processes (i.e. 96.3% structural similarity and < 0.003 normalized mean squared error from sampling only 12.5% of the k-space data). Finally, we use this reconstruction process on pathological data without retraining to show that reconstructed images are clinically useful for stroke identification. Since the model trained on images of healthy brains could be directly used for predictions in pathological brains without retraining, it shows the inherent transferability of this approach and opens doors to its widespread use."
SUSAN MCGURK,"The relationship between cognitive functioning, age and employment in people with severe mental illnesses in an urban area in India: a longitudinal study.","Although there is substantial evidence of the association between cognitive impairment and work in people with severe mental illnesses (SMI) in developed countries, less is known about this relationship in developing countries such as India. Studies showing higher rates of employment in people with SMI in developing countries than developed ones raise the question of whether cognitive functioning is related to work status and characteristics of work (e.g., wages earned). We conducted a one-year follow-up study to investigate the relationship between employment and cognitive functioning, assessed with the Montreal Cognitive Assessment (MoCA), in 150 participants with SMI (92% schizophrenia) living in an urban area and receiving psychiatric outpatient treatment at a public hospital in India. The MoCA had good internal reliability and test-retest reliability over the one-year period. Better cognitive functioning was associated with younger age, shorter duration of illness, higher education, and male gender. Both younger and older participants with higher cognitive functioning at baseline were more likely to be employed at baseline and one year later. Work status at baseline and one year follow-up was consistently related to executive functions among younger participants, and to attention among older participants, suggesting changes over the course of illness in the importance of specific cognitive domains for achieving satisfactory work performance. The findings suggest that cognitive functioning is associated with employment in people with SMI in India. Attention to impaired cognitive functioning may be critical to improving employment outcomes in this population."
SUSAN MCGURK,Cognitive remediation and psychosocial rehabilitation for individuals with severe mental illness,
SUSAN MCGURK,Report on ISCTM consensus meeting on clinical assessment of response to treatment of cognitive impairment in schizophrenia,
SUSAN MCGURK,Cognitive and metacognitive factors predict engagement in employment in individuals with first episode psychosis,"BACKGROUND: Research has demonstrated that cognitive abilities predict work outcomes in people with psychosis. Cognitive Remediation Programs go some way in improving work outcomes, but individuals still experience difficulty maintaining employment. Metacognition has been demonstrated to predict work performance in individuals with schizophrenia, but this has not yet been applied to First Episode Psychosis (FEP). This study assessed whether metacognition, intellectual aptitude and functional capacity can predict engagement in work and number of hours of work within FEP. METHODS: Fifty-two individuals with psychosis, from an Early Intervention in Psychosis service, completed measures of IQ, metacognition (Metacognitive Assessment Interview), functional capacity (UPSA), and functional outcome (hours spent in structured activity per week, including employment). RESULTS: Twenty-six participants (22 males, 4 females) were employed and twenty-six (22 males, 4 females) were not employed. IQ and metacognition were significantly associated with whether the individual was engaged in employment [IQ (p = .02) and metacognition (p = 006)]. When controlling for IQ, metacognition (differentiation subscale) remained significant (p = .04). Next, including only those employed, no cognitive nor metacognitive factors predicted number of hours in employment. DISCUSSION: This is the first study to directly assess metacognition as a predictor of work hours for individuals with FEP. This study highlights the importance of enhancing metacognitive ability in order to improve likelihood of, and engagement in, employment for those with FEP."
SUSAN MCGURK,Psychometric properties of the mock interview rating scale for schizophrenia and other serious mental illnesses,"BACKGROUND: Over the past 10 years, job interview training has emerged as an area of study among adults with schizophrenia and other serious mental illnesses who face significant challenges when navigating job interviews. The field of mental health services research has limited access to assessments of job interview skills with rigorously evaluated psychometric properties. OBJECTIVE: We sought to evaluate the initial psychometric properties of a measure assessing job interview skills via role-play performance. METHODS: As part of a randomized controlled trial, 90 adults with schizophrenia or other serious mental illnesses completed a job interview role-play assessment with eight items (and scored using anchors) called the mock interview rating scale (MIRS). A classical test theory analysis was conducted including confirmatory factor analyses, Rasch model analysis and calibration, and differential item functioning; along with inter-rater, internal consistency, and test-retest reliabilities. Pearson correlations were used to evaluate construct, convergent, divergent, criterion, and predictive validity by correlating the MIRS with demographic, clinical, cognitive, work history measures, and employment outcomes. RESULTS: Our analyses resulted in the removal of a single item (sounding honest) and yielded a unidimensional total score measurement with support for its inter-rater reliability, internal consistency, and test-retest reliability. There was initial support for the construct, convergent, criterion, and predictive validities of the MIRS, as it correlated with measures of social competence, neurocognition, valuing job interview training, and employment outcomes. Meanwhile, the lack of correlations with race, physical health, and substance abuse lent support for divergent validity. CONCLUSION: This study presents initial evidence that the seven-item version of the MIRS has acceptable psychometric properties supporting its use to assess job interview skills reliably and validly among adults with schizophrenia and other serious mental illnesses. CLINICAL TRIAL REGISTRATION: NCT03049813."
DOROTHY KELLY,The construction of a vocabulary test for the intermediate grades,
JAMES E GALAGAN,A Blind Deconvolution Approach to High-Resolution Mapping of Transcription Factor Binding Sites from ChIP-Seq Data,"CSdeconv is a novel method for determining the location of transcription factor binding from ChIP-seq data that discriminates closely-spaced sites. We present CSDeconv, a computational method that determines locations of transcription factor binding from ChIP-seq data. CSDeconv differs from prior methods in that it uses a blind deconvolution approach that allows closely-spaced binding sites to be called accurately. We apply CSDeconv to novel ChIP-seq data for DosR binding in Mycobacterium tuberculosis and to existing data for GABP in humans and show that it can discriminate binding sites separated by as few as 40 bp."
JAMES E GALAGAN,Large-Scale Identification of Genetic Design Strategies Using Local Search,"In the past decade, computational methods have been shown to be well suited to unraveling the complex web of metabolic reactions in biological systems. Methods based on flux–balance analysis (FBA) and bi-level optimization have been used to great effect in aiding metabolic engineering. These methods predict the result of genetic manipulations and allow for the best set of manipulations to be found computationally. Bi-level FBA is, however, limited in applicability because the required computational time and resources scale poorly as the size of the metabolic system and the number of genetic manipulations increase. To overcome these limitations, we have developed Genetic Design through Local Search (GDLS), a scalable, heuristic, algorithmic method that employs an approach based on local search with multiple search paths, which results in effective, low-complexity search of the space of genetic manipulations. Thus, GDLS is able to find genetic designs with greater in silico production of desired metabolites than can feasibly be found using a globally optimal search and performs favorably in comparison with heuristic searches based on evolutionary algorithms and simulated annealing."
JAMES E GALAGAN,Interpreting Expression Data with Metabolic Flux Models: Predicting Mycobacterium tuberculosis Mycolic Acid Production,"Metabolism is central to cell physiology, and metabolic disturbances play a role in numerous disease states. Despite its importance, the ability to study metabolism at a global scale using genomic technologies is limited. In principle, complete genome sequences describe the range of metabolic reactions that are possible for an organism, but cannot quantitatively describe the behaviour of these reactions. We present a novel method for modeling metabolic states using whole cell measurements of gene expression. Our method, which we call E-Flux (as a combination of flux and expression), extends the technique of Flux Balance Analysis by modeling maximum flux constraints as a function of measured gene expression. In contrast to previous methods for metabolically interpreting gene expression data, E-Flux utilizes a model of the underlying metabolic network to directly predict changes in metabolic flux capacity. We applied E-Flux to Mycobacterium tuberculosis, the bacterium that causes tuberculosis (TB). Key components of mycobacterial cell walls are mycolic acids which are targets for several first-line TB drugs. We used E-Flux to predict the impact of 75 different drugs, drug combinations, and nutrient conditions on mycolic acid biosynthesis capacity in M. tuberculosis, using a public compendium of over 400 expression arrays. We tested our method using a model of mycolic acid biosynthesis as well as on a genome-scale model of M. tuberculosis metabolism. Our method correctly predicts seven of the eight known fatty acid inhibitors in this compendium and makes accurate predictions regarding the specificity of these compounds for fatty acid biosynthesis. Our method also predicts a number of additional potential modulators of TB mycolic acid biosynthesis. E-Flux thus provides a promising new approach for algorithmically predicting metabolic state from gene expression data. Author Summary The ability of cells to survive and grow depends on their ability to metabolize nutrients and create products vital for cell function. This is done through a complex network of reactions controlled by many genes. Changes in cellular metabolism play a role in a wide variety of diseases. However, despite the availability of genome sequences and of genome-scale expression data, which give information about which genes are present and how active they are, our ability to use these data to understand changes in cellular metabolism has been limited. We present a new approach to this problem, linking gene expression data with models of cellular metabolism. We apply the method to predict the effects of drugs and agents on Mycobacterium tuberculosis (M. tb). Virulence, growth in human hosts, and drug resistance are all related to changes in M. tb's metabolism. We predict the effects of a variety of conditions on the production of mycolic acids, essential cell wall components. Our method successfully identifies seven of the eight known mycolic acid inhibitors in a compendium of 235 conditions, and identifies the top anti-TB drugs in this dataset. We anticipate that the method will have a range of applications in metabolic engineering, the characterization of disease states, and drug discovery."
JAMES E GALAGAN,TB Database: An Integrated Platform for Tuberculosis Research,"The effective control of tuberculosis (TB) has been thwarted by the need for prolonged, complex and potentially toxic drug regimens, by reliance on an inefficient vaccine and by the absence of biomarkers of clinical status. The promise of the genomics era for TB control is substantial, but has been hindered by the lack of a central repository that collects and integrates genomic and experimental data about this organism in a way that can be readily accessed and analyzed. The Tuberculosis Database (TBDB) is an integrated database providing access to TB genomic data and resources, relevant to the discovery and development of TB drugs, vaccines and biomarkers. The current release of TBDB houses genome sequence data and annotations for 28 different Mycobacterium tuberculosis strains and related bacteria. TBDB stores pre- and post-publication gene-expression data from M. tuberculosis and its close relatives. TBDB currently hosts data for nearly 1500 public tuberculosis microarrays and 260 arrays for Streptomyces. In addition, TBDB provides access to a suite of comparative genomics and microarray analysis software. By bringing together M. tuberculosis genome annotation and gene-expression data with a suite of analysis tools, TBDB (http://www.tbdb.org) provides a unique discovery platform for TB research."
JAMES E GALAGAN,Short-Term Genome Evolution of Listeria Monocytogenes in a Non-Controlled Environment,"BACKGROUND: While increasing data on bacterial evolution in controlled environments are available, our understanding of bacterial genome evolution in natural environments is limited. We thus performed full genome analyses on four Listeria monocytogenes, including human and food isolates from both a 1988 case of sporadic listeriosis and a 2000 listeriosis outbreak, which had been linked to contaminated food from a single processing facility. All four isolates had been shown to have identical subtypes, suggesting that a specific L. monocytogenes strain persisted in this processing plant over at least 12 years. While a genome sequence for the 1988 food isolate has been reported, we sequenced the genomes of the 1988 human isolate as well as a human and a food isolate from the 2000 outbreak to allow for comparative genome analyses. RESULTS: The two L. monocytogenes isolates from 1988 and the two isolates from 2000 had highly similar genome backbone sequences with very few single nucleotide (nt) polymorphisms (1 – 8 SNPs/isolate; confirmed by re-sequencing). While no genome rearrangements were identified in the backbone genome of the four isolates, a 42 kb prophage inserted in the chromosomal comK gene showed evidence for major genome rearrangements. The human-food isolate pair from each 1988 and 2000 had identical prophage sequence; however, there were significant differences in the prophage sequences between the 1988 and 2000 isolates. Diversification of this prophage appears to have been caused by multiple homologous recombination events or possibly prophage replacement. In addition, only the 2000 human isolate contained a plasmid, suggesting plasmid loss or acquisition events. Surprisingly, besides the polymorphisms found in the comK prophage, a single SNP in the tRNA Thr-4 prophage represents the only SNP that differentiates the 1988 isolates from the 2000 isolates. CONCLUSION: Our data support the hypothesis that the 2000 human listeriosis outbreak was caused by a L. monocytogenes strain that persisted in a food processing facility over 12 years and show that genome sequencing is a valuable and feasible tool for retrospective epidemiological analyses. Short-term evolution of L. monocytogenes in non-controlled environments appears to involve limited diversification beyond plasmid gain or loss and prophage diversification, highlighting the importance of phages in bacterial evolution."
JAMES E GALAGAN,A progesterone biosensor derived from microbial screening,"Bacteria are an enormous and largely untapped reservoir of biosensing proteins. We describe an approach to identify and isolate bacterial allosteric transcription factors (aTFs) that recognize a target analyte and to develop these TFs into biosensor devices. Our approach utilizes a combination of genomic screens and functional assays to identify and isolate biosensing TFs, and a quantum-dot Förster Resonance Energy Transfer (FRET) strategy for transducing analyte recognition into real-time quantitative measurements. We use this approach to identify a progesterone-sensing bacterial aTF and to develop this TF into an optical sensor for progesterone. The sensor detects progesterone in artificial urine with sufficient sensitivity and specificity for clinical use, while being compatible with an inexpensive and portable electronic reader for point-of-care applications. Our results provide proof-of-concept for a paradigm of microbially-derived biosensors adaptable to inexpensive, real-time sensor devices."
JAMES E GALAGAN,Comparative genomic characterization of Francisella tularensis strains belonging to low and high virulence subspecies,"Tularemia is a geographically widespread, severely debilitating, and occasionally lethal disease in humans. It is caused by infection by a gram-negative bacterium, Francisella tularensis. In order to better understand its potency as an etiological agent as well as its potential as a biological weapon, we have completed draft assemblies and report the first complete genomic characterization of five strains belonging to the following different Francisella subspecies (subsp.): the F. tularensis subsp. tularensis FSC033, F. tularensis subsp. holarctica FSC257 and FSC022, and F. tularensis subsp. novicida GA99-3548 and GA99-3549 strains. Here, we report the sequencing of these strains and comparative genomic analysis with recently available public Francisella sequences, including the rare F. tularensis subsp. mediasiatica FSC147 strain isolate from the Central Asian Region. We report evidence for the occurrence of large-scale rearrangement events in strains of the holarctica subspecies, supporting previous proposals that further phylogenetic subdivisions of the Type B clade are likely. We also find a significant enrichment of disrupted or absent ORFs proximal to predicted breakpoints in the FSC022 strain, including a genetic component of the Type I restriction-modification defense system. Many of the pseudogenes identified are also disrupted in the closely related rarely human pathogenic F. tularensis subsp. mediasiatica FSC147 strain, including modulator of drug activity B (mdaB) (FTT0961), which encodes a known NADPH quinone reductase involved in oxidative stress resistance. We have also identified genes exhibiting sequence similarity to effectors of the Type III (T3SS) and components of the Type IV secretion systems (T4SS). One of the genes, msrA2 (FTT1797c), is disrupted in F. tularensis subsp. mediasiatica and has recently been shown to mediate bacterial pathogen survival in host organisms. Our findings suggest that in addition to the duplication of the Francisella Pathogenicity Island, and acquisition of individual loci, adaptation by gene loss in the more recently emerged tularensis, holarctica, and mediasiatica subspecies occurred and was distinct from evolutionary events that differentiated these subspecies, and the novicida subspecies, from a common ancestor. Our findings are applicable to future studies focused on variations in Francisella subspecies pathogenesis, and of broader interest to studies of genomic pathoadaptation in bacteria. Author SummaryTularemia is a zoonotic disease that is widely disseminated throughout the Northern Hemisphere and is caused by different strain types of bacteria belonging to the genus Francisella. In general, Francisella tularensis subspecies are able to infect a wide range of mammals including humans and are often transmitted via insect vectors such as ticks. Depending on the strain and route of infection the disease may be fatal in humans. In order to better understand F. tularensis as an etiological agent as well as its potential as a biological weapon, we have completed draft sequence assemblies of five globally diverse strains. We have performed a comparative analysis of these sequences with other available public Francisella sequences of strains of differing virulence. Our analysis suggests that genome rearrangements and gene loss in specific Francisella subspecies may underlie the evolution of niche adaptation and virulence of this pathogen."
DAVID M GREER,Prospects for beyond the standard model physics searches at the deep underground neutrino experiment: DUNE collaboration,"The Deep Underground Neutrino Experiment (DUNE) will be a powerful tool for a variety of physics topics. The high-intensity proton beams provide a large neutrino flux, sampled by a near detector system consisting of a combination of capable precision detectors, and by the massive far detector system located deep underground. This configuration sets up DUNE as a machine for discovery, as it enables opportunities not only to perform precision neutrino measurements that may uncover deviations from the present three-flavor mixing paradigm, but also to discover new particles and unveil new interactions and symmetries beyond those predicted in the Standard Model (SM). Of the many potential beyond the Standard Model (BSM) topics DUNE will probe, this paper presents a selection of studies quantifying DUNE's sensitivities to sterile neutrino mixing, heavy neutral leptons, non-standard interactions, CPT symmetry violation, Lorentz invariance violation, neutrino trident production, dark matter from both beam induced and cosmogenic sources, baryon number violation, and other new physics topics that complement those at high-energy colliders and significantly extend the present reach."
DAVID M GREER,Identification and reconstruction of low-energy electrons in the ProtoDUNE-SP detector,
DAVID M GREER,Scintillation light detection in the 6-m drift-length ProtoDUNE Dual Phase liquid argon TPC,"DUNE is a dual-site experiment for long-baseline neutrino oscillation studies, neutrino astrophysics and nucleon decay searches. ProtoDUNE Dual Phase (DP) is a 6  ×  6  ×  6 m 3 liquid argon time-projection-chamber (LArTPC) that recorded cosmic-muon data at the CERN Neutrino Platform in 2019-2020 as a prototype of the DUNE Far Detector. Charged particles propagating through the LArTPC produce ionization and scintillation light. The scintillation light signal in these detectors can provide the trigger for non-beam events. In addition, it adds precise timing capabilities and improves the calorimetry measurements. In ProtoDUNE-DP, scintillation and electroluminescence light produced by cosmic muons in the LArTPC is collected by photomultiplier tubes placed up to 7 m away from the ionizing track. In this paper, the ProtoDUNE-DP photon detection system performance is evaluated with a particular focus on the different wavelength shifters, such as PEN and TPB, and the use of Xe-doped LAr, considering its future use in giant LArTPCs. The scintillation light production and propagation processes are analyzed and a comparison of simulation to data is performed, improving understanding of the liquid argon properties."
DAVID M GREER,Event Horizon Telescope imaging of the archetypal blazar 3C 279 at an extreme 20 microarcsecond resolution,"3C 279 is an archetypal blazar with a prominent radio jet that show broadband flux density variability across the entire electromagnetic spectrum. We use an ultra-high angular resolution technique – global Very Long Baseline Interferometry (VLBI) at 1.3 mm (230 GHz) – to resolve the innermost jet of 3C 279 in order to study its fine-scale morphology close to the jet base where highly variable γ-ray emission is thought to originate, according to various models. The source was observed during four days in April 2017 with the Event Horizon Telescope at 230 GHz, including the phased Atacama Large Millimeter/submillimeter Array (ALMA), at an angular resolution of ∼20 μas (at a redshift of z = 0.536 this corresponds to ∼0.13 pc  ∼ 1700 Schwarzschild radii with a black hole mass M<jats:sub>BH</jats:sub> = 8 × 10^8 M_⊙). Imaging and model-fitting techniques were applied to the data to parameterize the fine-scale source structure and its variation. We find a multicomponent inner jet morphology with the northernmost component elongated perpendicular to the direction of the jet, as imaged at longer wavelengths. The elongated nuclear structure is consistent on all four observing days and across different imaging methods and model-fitting techniques, and therefore appears robust. Owing to its compactness and brightness, we associate the northern nuclear structure as the VLBI “core”. This morphology can be interpreted as either a broad resolved jet base or a spatially bent jet. We also find significant day-to-day variations in the closure phases, which appear most pronounced on the triangles with the longest baselines. Our analysis shows that this variation is related to a systematic change of the source structure. Two inner jet components move non-radially at apparent speeds of ∼15 c and ∼20 c (∼1.3 and ∼1.7 μas day^−1, respectively), which more strongly supports the scenario of traveling shocks or instabilities in a bent, possibly rotating jet. The observed apparent speeds are also coincident with the 3C 279 large-scale jet kinematics observed at longer (cm) wavelengths, suggesting no significant jet acceleration between the 1.3 mm core and the outer jet. The intrinsic brightness temperature of the jet components are ≲10^10 K, a magnitude or more lower than typical values seen at ≥7 mm wavelengths. The low brightness temperature and morphological complexity suggest that the core region of 3C 279 becomes optically thin at short (mm) wavelengths."
DAVID M GREER,First M87 Event Horizon Telescope results. II. Array and instrumentation,"The Event Horizon Telescope (EHT) is a very long baseline interferometry (VLBI) array that comprises millimeter- and submillimeter-wavelength telescopes separated by distances comparable to the diameter of the Earth. At a nominal operating wavelength of ~1.3 mm, EHT angular resolution (λ/D) is ~25 μas, which is sufficient to resolve nearby supermassive black hole candidates on spatial and temporal scales that correspond to their event horizons. With this capability, the EHT scientific goals are to probe general relativistic effects in the strong-field regime and to study accretion and relativistic jet formation near the black hole boundary. In this Letter we describe the system design of the EHT, detail the technology and instrumentation that enable observations, and provide measures of its performance. Meeting the EHT science objectives has required several key developments that have facilitated the robust extension of the VLBI technique to EHT observing wavelengths and the production of instrumentation that can be deployed on a heterogeneous array of existing telescopes and facilities. To meet sensitivity requirements, high-bandwidth digital systems were developed that process data at rates of 64 gigabit s−1, exceeding those of currently operating cm-wavelength VLBI arrays by more than an order of magnitude. Associated improvements include the development of phasing systems at array facilities, new receiver installation at several sites, and the deployment of hydrogen maser frequency standards to ensure coherent data capture across the array. These efforts led to the coordination and execution of the first Global EHT observations in 2017 April, and to event-horizon-scale imaging of the supermassive black hole candidate in M87."
DAVID M GREER,First M87 Event Horizon Telescope results. I. The shadow of the supermassive black hole,"When surrounded by a transparent emission region, black holes are expected to reveal a dark shadow caused by gravitational light bending and photon capture at the event horizon. To image and study this phenomenon, we have assembled the Event Horizon Telescope, a global very long baseline interferometry array observing at a wavelength of 1.3 mm. This allows us to reconstruct event-horizon-scale images of the supermassive black hole candidate in the center of the giant elliptical galaxy M87. We have resolved the central compact radio source as an asymmetric bright emission ring with a diameter of 42 ± 3 μas, which is circular and encompasses a central depression in brightness with a flux ratio gsim10:1. The emission ring is recovered using different calibration and imaging schemes, with its diameter and width remaining stable over four different observations carried out in different days. Overall, the observed image is consistent with expectations for the shadow of a Kerr black hole as predicted by general relativity. The asymmetry in brightness in the ring can be explained in terms of relativistic beaming of the emission from a plasma rotating close to the speed of light around a black hole. We compare our images to an extensive library of ray-traced general-relativistic magnetohydrodynamic simulations of black holes and derive a central mass of M = (6.5 ± 0.7) × 10^9 M ⊙. Our radio-wave observations thus provide powerful evidence for the presence of supermassive black holes in centers of galaxies and as the central engines of active galactic nuclei. They also present a new tool to explore gravity in its most extreme limit and on a mass scale that was so far not accessible."
MARK KRAMER,First M87 Event Horizon Telescope results. III. Data processing and calibration,"We present the calibration and reduction of Event Horizon Telescope (EHT) 1.3 mm radio wavelength observations of the supermassive black hole candidate at the center of the radio galaxy M87 and the quasar 3C 279, taken during the 2017 April 5–11 observing campaign. These global very long baseline interferometric observations include for the first time the highly sensitive Atacama Large Millimeter/submillimeter Array (ALMA); reaching an angular resolution of 25 μas, with characteristic sensitivity limits of ~1 mJy on baselines to ALMA and ~10 mJy on other baselines. The observations present challenges for existing data processing tools, arising from the rapid atmospheric phase fluctuations, wide recording bandwidth, and highly heterogeneous array. In response, we developed three independent pipelines for phase calibration and fringe detection, each tailored to the specific needs of the EHT. The final data products include calibrated total intensity amplitude and phase information. They are validated through a series of quality assurance tests that show consistency across pipelines and set limits on baseline systematic errors of 2% in amplitude and 1° in phase. The M87 data reveal the presence of two nulls in correlated flux density at ~3.4 and ~8.3 Gλ and temporal evolution in closure quantities, indicating intrinsic variability of compact structure on a timescale of days, or several light-crossing times for a few billion solar-mass black hole. These measurements provide the first opportunity to image horizon-scale structure in M87."
MARK KRAMER,First M87 Event Horizon Telescope results. V. Physical origin of the asymmetric ring,"The Event Horizon Telescope (EHT) has mapped the central compact radio source of the elliptical galaxy M87 at 1.3 mm with unprecedented angular resolution. Here we consider the physical implications of the asymmetric ring seen in the 2017 EHT data. To this end, we construct a large library of models based on general relativistic magnetohydrodynamic (GRMHD) simulations and synthetic images produced by general relativistic ray tracing. We compare the observed visibilities with this library and confirm that the asymmetric ring is consistent with earlier predictions of strong gravitational lensing of synchrotron emission from a hot plasma orbiting near the black hole event horizon. The ring radius and ring asymmetry depend on black hole mass and spin, respectively, and both are therefore expected to be stable when observed in future EHT campaigns. Overall, the observed image is consistent with expectations for the shadow of a spinning Kerr black hole as predicted by general relativity. If the black hole spin and M87's large scale jet are aligned, then the black hole spin vector is pointed away from Earth. Models in our library of non-spinning black holes are inconsistent with the observations as they do not produce sufficiently powerful jets. At the same time, in those models that produce a sufficiently powerful jet, the latter is powered by extraction of black hole spin energy through mechanisms akin to the Blandford-Znajek process. We briefly consider alternatives to a black hole for the central compact object. Analysis of existing EHT polarization data and data taken simultaneously at other wavelengths will soon enable new tests of the GRMHD models, as will future EHT campaigns at 230 and 345 GHz."
