Author,Title,Abstract
JESSICA TAYLOR,"Bostonia: 2007-2008, no. 1-4",
JESSICA TAYLOR,HIV pre-exposure prophylaxis and buprenorphine at a drug detoxification center during the opioid epidemic: opportunities and challenges,"Human immunodeficiency virus (HIV) pre-exposure prophylaxis (PrEP) and buprenorphine decrease HIV acquisition. Between November, 2016 - July, 2017, we surveyed persons (N=200) at a drug detoxification center to assess their interest in PrEP and in buprenorphine, and to examine factors associated with such interests. Participants had a mean [SD] age of 39 [10] years. Over the previous 6 months, 58% (117/200) injected drugs and 50% (85/171) had condomless sex. Only 22% (26/117) of persons who injected drugs were aware of PrEP, yet 74% (86/116) and 72% (84/116) were interested in oral or injectable PrEP, respectively. Thirty-eight percent (47/125) of persons not receiving buprenorphine or methadone expressed interest in buprenorphine. After multivariable adjustment, Latinx ethnicity was associated with interest in PrEP (aOR: 3.80; 95% CI, 1.37-10.53), while male gender (aOR: 2.76; 95% CI, 1.21-6.34) was associated with interest in buprenorphine. Opportunities exist to implement PrEP and buprenorphine within drug detoxification centers."
JESSICA TAYLOR,Broadband multi-wavelength properties of M87 during the 2017 Event Horizon Telescope campaign,"In 2017, the Event Horizon Telescope (EHT) Collaboration succeeded in capturing the first direct image of the center of the M87 galaxy. The asymmetric ring morphology and size are consistent with theoretical expectations for a weakly accreting supermassive black hole of mass ∼6.5 × 109 M ⊙. The EHTC also partnered with several international facilities in space and on the ground, to arrange an extensive, quasi-simultaneous multi-wavelength campaign. This Letter presents the results and analysis of this campaign, as well as the multi-wavelength data as a legacy data repository. We captured M87 in a historically low state, and the core flux dominates over HST-1 at high energies, making it possible to combine core flux constraints with the more spatially precise very long baseline interferometry data. We present the most complete simultaneous multi-wavelength spectrum of the active nucleus to date, and discuss the complexity and caveats of combining data from different spatial scales into one broadband spectrum. We apply two heuristic, isotropic leptonic single-zone models to provide insight into the basic source properties, but conclude that a structured jet is necessary to explain M87’s spectrum. We can exclude that the simultaneous γ-ray emission is produced via inverse Compton emission in the same region producing the EHT mm-band emission, and further conclude that the γ-rays can only be produced in the inner jets (inward of HST-1) if there are strongly particle-dominated regions. Direct synchrotron emission from accelerated protons and secondaries cannot yet be excluded."
LIANGLIANG HAO,CRISPR-Cas-mediated multianalyte synthetic urine biomarker test for portable diagnostics,
NAJOUNG KIM,SLOG: a structural generalization benchmark for semantic parsing,
NAJOUNG KIM,LAMBADA: backward chaining for automated reasoning in natural language,
NAJOUNG KIM,Entity tracking in language models,
NAJOUNG KIM,Inverse scaling can become U-shaped,
NAJOUNG KIM,Reconstruction probing,
NAJOUNG KIM,(QA)2: Question answering with questionable assumptions: question answering with questionable assumptions,
DENNIS JONES,"The ISCIP Analyst, Volume II, Issue 21",
DENNIS JONES,"The ISCIP Analyst, Volume II, Issue 22",
DENNIS JONES,"The ISCIP Analyst, Volume III, Issue 5",
DENNIS JONES,"The ISCIP Analyst, Volume II, Issue 18",
DENNIS JONES,"The ISCIP Analyst, Volume II, Issue 20",
DENNIS JONES,"The ISCIP Analyst, Volume II, Issue 19",
DENNIS JONES,"The ISCIP Analyst, Volume II, Issue 17",
DENNIS JONES,"The ISCIP Analyst, Volume III, Issue 7",
DENNIS JONES,"The ISCIP Analyst, Volume III, Issue 1",
DENNIS JONES,"The ISCIP Analyst, Volume III, Issue 8",
DENNIS JONES,"The ISCIP Analyst, Volume III, Issue 2",
DENNIS JONES,Extending the near infrared emission range of indium phosphide quantum dots for multiplexed 'In Vivo' imaging,"This report of the reddest emitting indium phosphide quantum dots (InP QDs) to date demonstrates tunable, near infrared (NIR) photoluminescence and fluorescence multiplexing in the first optical tissue window with a material that avoids toxic constituents. This synthesis overcomes the InP synthesis “growth bottleneck” and extends the emission peak of InP QDs deeper into the first optical tissue window using an inverted QD heterostructure. The ZnSe/InP/ZnS core/shell/shell structure is designed to produce emission from excitons with heavy holes confined in InP shells wrapped around larger-bandgap ZnSe cores and protected by a second shell of ZnS. The InP QDs exhibit InP shell thickness-dependent tunable emission with peaks ranging from 515 – 845 nm. The high absorptivity of InP leads to effective absorbance and photoexcitation of the QDs with UV, visible, and NIR wavelengths in particles with diameters of eight nanometers or less. These nanoparticles extend the range of tunable direct-bandgap emission from InP-based nanostructures, effectively overcoming a synthetic barrier that has prevented InP-based QDs from reaching their full potential as NIR imaging agents. Multiplexed lymph node imaging in a mouse model shows the potential of the NIR-emitting InP particles for in vivo imaging."
DENNIS JONES,Scintillation light detection in the 6-m drift-length ProtoDUNE Dual Phase liquid argon TPC,"DUNE is a dual-site experiment for long-baseline neutrino oscillation studies, neutrino astrophysics and nucleon decay searches. ProtoDUNE Dual Phase (DP) is a 6  ×  6  ×  6 m 3 liquid argon time-projection-chamber (LArTPC) that recorded cosmic-muon data at the CERN Neutrino Platform in 2019-2020 as a prototype of the DUNE Far Detector. Charged particles propagating through the LArTPC produce ionization and scintillation light. The scintillation light signal in these detectors can provide the trigger for non-beam events. In addition, it adds precise timing capabilities and improves the calorimetry measurements. In ProtoDUNE-DP, scintillation and electroluminescence light produced by cosmic muons in the LArTPC is collected by photomultiplier tubes placed up to 7 m away from the ionizing track. In this paper, the ProtoDUNE-DP photon detection system performance is evaluated with a particular focus on the different wavelength shifters, such as PEN and TPB, and the use of Xe-doped LAr, considering its future use in giant LArTPCs. The scintillation light production and propagation processes are analyzed and a comparison of simulation to data is performed, improving understanding of the liquid argon properties."
DENNIS JONES,Prospects for beyond the standard model physics searches at the deep underground neutrino experiment: DUNE collaboration,"The Deep Underground Neutrino Experiment (DUNE) will be a powerful tool for a variety of physics topics. The high-intensity proton beams provide a large neutrino flux, sampled by a near detector system consisting of a combination of capable precision detectors, and by the massive far detector system located deep underground. This configuration sets up DUNE as a machine for discovery, as it enables opportunities not only to perform precision neutrino measurements that may uncover deviations from the present three-flavor mixing paradigm, but also to discover new particles and unveil new interactions and symmetries beyond those predicted in the Standard Model (SM). Of the many potential beyond the Standard Model (BSM) topics DUNE will probe, this paper presents a selection of studies quantifying DUNE's sensitivities to sterile neutrino mixing, heavy neutral leptons, non-standard interactions, CPT symmetry violation, Lorentz invariance violation, neutrino trident production, dark matter from both beam induced and cosmogenic sources, baryon number violation, and other new physics topics that complement those at high-energy colliders and significantly extend the present reach."
DENNIS JONES,Identification and reconstruction of low-energy electrons in the ProtoDUNE-SP detector,
MIRIAM HARRIS,A study of client characteristics: problems and worker activity in an information and referral service,
MARION TILEARCIO,Addressing physician assistant student stigma toward people with substance use disorders,"BACKGROUND: Substance use disorders are highly prevalent and highly stigmatized. They are defined as conditions in which the use of one or more substances, in spite of negative consequences, leads to a clinically significant impairment or distress. Stigma is a characteristic deemed undesirable by society. Stigma is dependent on the relationship between the specific discrediting or undesirable characteristic and the social context. LITERATURE REVIEW FINDINGS: The various manifestations of stigma include public or external stigma, provider stigma, and internal stigma. External stigma is the negative beliefs that society holds about people in stigmatized groups, for example patients with substance use disorders or HIV. Another type of stigma is provider stigma, referring to the negative beliefs that providers hold about patients belonging to these stigmatized groups. Internal stigma is defined as the devaluation that people in stigmatized groups hold about themselves in relation to society. Stigma is continued when there is a lack of familiarity and education with a stigmatized condition or group. PROPOSED PROJECT: The proposed project aims to address and decrease provider stigma in physician assistant trainees before they begin their clinical training through an educational intervention. This thesis will propose the development and evaluation of a new curriculum to educate physician assistant students on substance use disorders and their treatments, frame substance use disorders as chronic diseases, and aid physician assistant student trainees on recognizing their attitudes and biases, or prejudices, toward working with patients with substance use disorders. The project will assess attitudes before and after the education intervention to analyze if attitudes toward patients with substance use disorders have changed as a result of the educational intervention. The goal of the educational curriculum is to improve physician assistant student attitudes toward working with patients with substance use disorders before they encounter this population in clinical practice. SIGNIFICANCE: Physician assistants are clinicians who diagnose illness, develop treatment plans, manage their own patients, and often serve as the primary clinician for patients. Physician assistants will encounter a number of patients with substance use disorders throughout the course of their careers. Addressing provider stigma in this group will help improve treatment outcomes in this patient population and give the students the confidence and knowledge to manage patients with substance use disorders. As a result of completing this curriculum, physician assistant students will have decreased stigma and better attitudes toward working with patients with substance use disorders."
ALLISON MCDONALD,"""Delete it and move on"": digital management of shared sexual content after a breakup","Sexting is a common and healthy behavior in romantic and sexual relationships. However, not every relationship lasts. When a relationship ends, the fate of sexual content that was previously shared can be a source of discomfort, anxiety, or fear for individuals who may no longer trust their former partners. In extreme cases, intimate content may be leaked or misused by its recipient. To investigate opportunities for building safer sexting tools with breakups in mind, we conducted a survey with 310 U.S. adults who have sexted in the last year. We asked about their sexting practices, communication practices within their relationship about sexting, and preferences for their own sexting content after a breakup. We find that most people save sexts in some form, either actively (e.g., via screenshots) or passively (e.g., in chat history). There is no consensus around what one should do with an ex’s content: although most (55%) want their content to be deleted at the end of a relationship, many others don’t care (25%) or even hope their ex keeps the material (11%). However, most have never spoken to their partner about this preference. We end with design recommendations that support sexting while keeping the entire relationship lifecycle in mind."
ASHOK CUTKOSKY,Momentum-based variance reduction in non-convex SGD,"Variance reduction has emerged in recent years as a strong competitor to stochastic gradient descent in non-convex problems, providing the first algorithms to improve upon the converge rate of stochastic gradient descent for finding first-order critical points. However, variance reduction techniques typically require carefully tuned learning rates and willingness to use excessively large “mega-batches” in order to achieve their improved results. We present a new algorithm, Storm, that does not require any batches and makes use of adaptive learning rates, enabling simpler implementation and less hyperparameter tuning. Our technique for removing the batches uses a variant of momentum to achieve variance reduction in non-convex optimization. On smooth losses F, Storm finds a point x with E[k∇F(x)k] ≤ O(1 /√ T + σ^1/3 /T^1/3) in T iterations with σ^2 variance in the gradients, matching the optimal rate and without requiring knowledge of σ."
ASHOK CUTKOSKY,Surrogate losses for online learning of stepsizes in stochastic non-convex optimization,"Stochastic Gradient Descent (SGD) has played a central role in machine learning. However, it requires a carefully hand-picked stepsize for fast convergence, which is notoriously tedious and time-consuming to tune. Over the last several years, a plethora of adaptive gradient-based algorithms have emerged to ameliorate this problem. In this paper, we propose new surrogate losses to cast the problem of learning the optimal stepsizes for the stochastic optimization of a non-convex smooth objective function onto an online convex optimization problem. This allows the use of noregret online algorithms to compute optimal stepsizes on the fly. In turn, this results in a SGD algorithm with self-tuned stepsizes that guarantees convergence rates that are automatically adaptive to the level of noise."
ASHOK CUTKOSKY,Online learning with imperfect hints,"We consider a variant of the classical online linear optimization problem in which at every step, the online player receives a “hint” vector before choosing the action for that round. Rather surprisingly, it was shown that if the hint vector is guaranteed to have a positive correlation with the cost vector, then the online player can achieve a regret of O(log T), thus significantly improving over the O(pT) regret in the general setting. However, the result and analysis require the correlation property at all time steps, thus raising the natural question: can we design online learning algorithms that are resilient to bad hints? In this paper we develop algorithms and nearly matching lower bounds for online learning with imperfect directional hints. Our algorithms are oblivious to the quality of the hints, and the regret bounds interpolate between the always-correlated hints case and the no-hints case. Our results also generalize, simplify, and improve upon previous results on optimistic regret bounds, which can be viewed as an additive version of hints."
ASHOK CUTKOSKY,"Parameter-free, dynamic, and strongly-adaptive online learning","We provide a new online learning algorithm that for the first time combines several disparate notions of adaptivity. First, our algorithm obtains a “parameter-free” regret bound that adapts to the norm of the comparator and the squared norm of the size of the gradients it observes. Second, it obtains a “strongly-adaptive” regret bound, so that for any given interval of length N, the regret over the interval is Õ (√N). Finally, our algorithm obtains an optimal “dynamic” regret bound: for any sequence of comparators with path-length P, our algorithm obtains regret Õ (√𝑃𝑁) over intervals of length N. Our primary technique for achieving these goals is a new method of combining constrained online learning regret bounds that does not rely on an expert meta-algorithm to aggregate learners."
ASHOK CUTKOSKY,Unconstrained dynamic regret via sparse coding,
ASHOK CUTKOSKY,Improving adaptive online learning using refined discretization,
MATTHEW MOTTA,Scintillation light detection in the 6-m drift-length ProtoDUNE Dual Phase liquid argon TPC,"DUNE is a dual-site experiment for long-baseline neutrino oscillation studies, neutrino astrophysics and nucleon decay searches. ProtoDUNE Dual Phase (DP) is a 6  ×  6  ×  6 m 3 liquid argon time-projection-chamber (LArTPC) that recorded cosmic-muon data at the CERN Neutrino Platform in 2019-2020 as a prototype of the DUNE Far Detector. Charged particles propagating through the LArTPC produce ionization and scintillation light. The scintillation light signal in these detectors can provide the trigger for non-beam events. In addition, it adds precise timing capabilities and improves the calorimetry measurements. In ProtoDUNE-DP, scintillation and electroluminescence light produced by cosmic muons in the LArTPC is collected by photomultiplier tubes placed up to 7 m away from the ionizing track. In this paper, the ProtoDUNE-DP photon detection system performance is evaluated with a particular focus on the different wavelength shifters, such as PEN and TPB, and the use of Xe-doped LAr, considering its future use in giant LArTPCs. The scintillation light production and propagation processes are analyzed and a comparison of simulation to data is performed, improving understanding of the liquid argon properties."
MATTHEW MOTTA,Prospects for beyond the standard model physics searches at the deep underground neutrino experiment: DUNE collaboration,"The Deep Underground Neutrino Experiment (DUNE) will be a powerful tool for a variety of physics topics. The high-intensity proton beams provide a large neutrino flux, sampled by a near detector system consisting of a combination of capable precision detectors, and by the massive far detector system located deep underground. This configuration sets up DUNE as a machine for discovery, as it enables opportunities not only to perform precision neutrino measurements that may uncover deviations from the present three-flavor mixing paradigm, but also to discover new particles and unveil new interactions and symmetries beyond those predicted in the Standard Model (SM). Of the many potential beyond the Standard Model (BSM) topics DUNE will probe, this paper presents a selection of studies quantifying DUNE's sensitivities to sterile neutrino mixing, heavy neutral leptons, non-standard interactions, CPT symmetry violation, Lorentz invariance violation, neutrino trident production, dark matter from both beam induced and cosmogenic sources, baryon number violation, and other new physics topics that complement those at high-energy colliders and significantly extend the present reach."
MATTHEW MOTTA,Identification and reconstruction of low-energy electrons in the ProtoDUNE-SP detector,
MATTHEW MOTTA,The long-baseline neutrino experiment: exploring fundamental symmetries of the universe,"The preponderance of matter over antimatter in the early Universe, the dynamics of the supernova bursts that produced the heavy elements necessary for life and whether protons eventually decay --- these mysteries at the forefront of particle physics and astrophysics are key to understanding the early evolution of our Universe, its current state and its eventual fate. The Long-Baseline Neutrino Experiment (LBNE) represents an extensively developed plan for a world-class experiment dedicated to addressing these questions. LBNE is conceived around three central components: (1) a new, high-intensity neutrino source generated from a megawatt-class proton accelerator at Fermi National Accelerator Laboratory, (2) a near neutrino detector just downstream of the source, and (3) a massive liquid argon time-projection chamber deployed as a far detector deep underground at the Sanford Underground Research Facility. This facility, located at the site of the former Homestake Mine in Lead, South Dakota, is approximately 1,300 km from the neutrino source at Fermilab -- a distance (baseline) that delivers optimal sensitivity to neutrino charge-parity symmetry violation and mass ordering effects. This ambitious yet cost-effective design incorporates scalability and flexibility and can accommodate a variety of upgrades and contributions. With its exceptional combination of experimental configuration, technical capabilities, and potential for transformative discoveries, LBNE promises to be a vital facility for the field of particle physics worldwide, providing physicists from around the globe with opportunities to collaborate in a twenty to thirty year program of exciting science. In this document we provide a comprehensive overview of LBNE's scientific objectives, its place in the landscape of neutrino physics worldwide, the technologies it will incorporate and the capabilities it will possess."
YUHEI MIYAUCHI,Measuring commuting and economic activity inside cities with cell phone records,"We show how to use commuting flows to infer the spatial distribution of income within a city. A simple workplace choice model predicts a gravity equation for commuting flows whose destination fixed effects correspond to wages. We implement this method with cell phone transaction data from Dhaka and Colombo. Model-predicted income predicts separate income data, at the workplace and residential level, and by skill group. Unlike machine learning approaches, our method does not require training data, yet achieves comparable predictive power. We show that hartals (transportation strikes) in Dhaka reduce commuting more for high model-predicted wage and high skill commuters."
YUHEI MIYAUCHI,Structural estimation of pairwise stable networks with nonnegative externality,"This paper develops a framework to structurally estimate pairwise stable networks with nonnegative externality. We characterize pairwise stable equilibria as a fixed point of a certain mapping and show that the set of pairwise stable equilibria with nonnegative externality is a complete lattice. We extend the characterization to an econometric framework for structural estimation based on the moment inequality model. We apply our methodology to friendship networks of students in the United States, using data from Add-Health. We find that the preference toward racial homophily is overestimated if we do not control for the preference toward clustering."
BAILEY Y. CHANG,Magnetic-field measurement and analysis for the Muon g−2 Experiment at Fermilab,"The Fermi National Accelerator Laboratory (FNAL) Muon g−2 Experiment has measured the anomalous precession frequency aμ≡(gμ−2)/2 of the muon to a combined precision of 0.46 parts per million with data collected during its first physics run in 2018. This paper documents the measurement of the magnetic field in the muon storage ring. The magnetic field is monitored by systems and calibrated in terms of the equivalent proton spin precession frequency in a spherical water sample at 34.7∘C. The measured field is weighted by the muon distribution resulting in ˜ω′p, the denominator in the ratio ωa/˜ω′p that together with known fundamental constants yields aμ. The reported uncertainty on ˜ω′p for the Run-1 data set is 114 ppb consisting of uncertainty contributions from frequency extraction, calibration, mapping, tracking, and averaging of 56 ppb, and contributions from fast transient fields of 99 ppb."
BAILEY Y. CHANG,Beam dynamics corrections to the Run-1 measurement of the muon anomalous magnetic moment at Fermilab,"This paper presents the beam dynamics systematic corrections and their uncertainties for the Run-1 dataset of the Fermilab Muon g−2 Experiment. Two corrections to the measured muon precession frequency ωma are associated with well-known effects owing to the use of electrostatic quadrupole (ESQ) vertical focusing in the storage ring. An average vertically oriented motional magnetic field is felt by relativistic muons passing transversely through the radial electric field components created by the ESQ system. The correction depends on the stored momentum distribution and the tunes of the ring, which has relatively weak vertical focusing. Vertical betatron motions imply that the muons do not orbit the ring in a plane exactly orthogonal to the vertical magnetic field direction. A correction is necessary to account for an average pitch angle associated with their trajectories. A third small correction is necessary, because muons that escape the ring during the storage time are slightly biased in initial spin phase compared to the parent distribution. Finally, because two high-voltage resistors in the ESQ network had longer than designed RC time constants, the vertical and horizontal centroids and envelopes of the stored muon beam drifted slightly, but coherently, during each storage ring fill. This led to the discovery of an important phase-acceptance relationship that requires a correction. The sum of the corrections to ωma is 0.50±0.09  ppm; the uncertainty is small compared to the 0.43 ppm statistical precision of ωma."
BAILEY Y. CHANG,Measurement of the anomalous precession frequency of the muon in the Fermilab Muon g − 2 Experiment,"The Muon g−2 Experiment at Fermi National Accelerator Laboratory (FNAL) has measured the muon anomalous precession frequency ωma to an uncertainty of 434 parts per billion (ppb), statistical, and 56 ppb, systematic, with data collected in four storage ring configurations during its first physics run in 2018. When combined with a precision measurement of the magnetic field of the experiment’s muon storage ring, the precession frequency measurement determines a muon magnetic anomaly of aμ(FNAL)=116592040(54)×10−11 (0.46 ppm). This article describes the multiple techniques employed in the reconstruction, analysis, and fitting of the data to measure the precession frequency. It also presents the averaging of the results from the 11 separate determinations of ωma, and the systematic uncertainties on the result."
BAILEY Y. CHANG,Measurement of the positive muon anomalous magnetic moment to 0.46 ppm,"We present the first results of the Fermilab National Accelerator Laboratory (FNAL) Muon g-2 Experiment for the positive muon magnetic anomaly a_{μ}≡(g_{μ}-2)/2. The anomaly is determined from the precision measurements of two angular frequencies. Intensity variation of high-energy positrons from muon decays directly encodes the difference frequency ω_{a} between the spin-precession and cyclotron frequencies for polarized muons in a magnetic storage ring. The storage ring magnetic field is measured using nuclear magnetic resonance probes calibrated in terms of the equivalent proton spin precession frequency ω[over ˜]_{p}^{'} in a spherical water sample at 34.7 °C. The ratio ω_{a}/ω[over ˜]_{p}^{'}, together with known fundamental constants, determines a_{μ}(FNAL)=116 592 040(54)×10^{-11} (0.46 ppm). The result is 3.3 standard deviations greater than the standard model prediction and is in excellent agreement with the previous Brookhaven National Laboratory (BNL) E821 measurement. After combination with previous measurements of both μ^{+} and μ^{-}, the new experimental average of a_{μ}(Exp)=116 592 061(41)×10^{-11} (0.35 ppm) increases the tension between experiment and theory to 4.2 standard deviations."
CHAO ZHANG,Insulin Resistance and Altered Systemic Glucose Metabolism in Mice Lacking Nur77,"OBJECTIVE: Nur77 is an orphan nuclear receptor with pleotropic functions. Previous studies have identified Nur77 as a transcriptional regulator of glucose utilization genes in skeletal muscle and gluconeogenesis in liver. However, the net functional impact of these pathways is unknown. To examine the consequence of Nur77 signaling for glucose metabolism in vivo, we challenged Nur77 null mice with high-fat feeding. RESEARCH DESIGN AND METHODS: Wild-type and Nur77 null mice were fed a high-fat diet (60% calories from fat) for 3 months. We determined glucose tolerance, tissue-specific insulin sensitivity, oxygen consumption, muscle and liver lipid content, muscle insulin signaling, and expression of glucose and lipid metabolism genes. RESULTS: Mice with genetic deletion of Nur77 exhibited increased susceptibility to diet-induced obesity and insulin resistance. Hyperinsulinemic-euglycemic clamp studies revealed greater high-fat diet–induced insulin resistance in both skeletal muscle and liver of Nur77 null mice compared with controls. Loss of Nur77 expression in skeletal muscle impaired insulin signaling and markedly reduced GLUT4 protein expression. Muscles lacking Nur77 also exhibited increased triglyceride content and accumulation of multiple even-chained acylcarnitine species. In the liver, Nur77 deletion led to hepatic steatosis and enhanced expression of lipogenic genes, likely reflecting the lipogenic effect of hyperinsulinemia. CONCLUSIONS: Collectively, these data demonstrate that loss of Nur77 influences systemic glucose metabolism and highlight the physiological contribution of muscle Nur77 to this regulatory pathway."
CHAO ZHANG,Forebrain Overexpression of CaMKII Abolishes Cingulate Long Term Depression and Reduces Mechanical Allodynia and Thermal Hyperalgesia,"Activity-dependent synaptic plasticity is known to be important in learning and memory, persistent pain and drug addiction. Glutamate NMDA receptor activation stimulates several protein kinases, which then trigger biochemical cascades that lead to modifications in synaptic efficacy. Genetic and pharmacological techniques have been used to show a role for Ca2+/calmodulin-dependent kinase II (CaMKII) in synaptic plasticity and memory formation. However, it is not known if increasing CaMKII activity in forebrain areas affects behavioral responses to tissue injury. Using genetic and pharmacological techniques, we were able to temporally and spatially restrict the over expression of CaMKII in forebrain areas. Here we show that genetic overexpression of CaMKII in the mouse forebrain selectively inhibits tissue injury-induced behavioral sensitization, including allodynia and hyperalgesia, while behavioral responses to acute noxious stimuli remain intact. CaMKII overexpression also inhibited synaptic depression induced by a prolonged repetitive stimulation in the ACC, suggesting an important role for CaMKII in the regulation of cingulate neurons. Our results suggest that neuronal CaMKII activity in the forebrain plays a role in persistent pain."
CHAO ZHANG,Non-line-of-sight imaging over 1.43 km,"Non-line-of-sight (NLOS) imaging has the ability to reconstruct hidden objects from indirect light paths that scatter multiple times in the surrounding environment, which is of considerable interest in a wide range of applications. Whereas conventional imaging involves direct line-of-sight light transport to recover the visible objects, NLOS imaging aims to reconstruct the hidden objects from the indirect light paths that scatter multiple times, typically using the information encoded in the time-of-flight of scattered photons. Despite recent advances, NLOS imaging has remained at short-range realizations, limited by the heavy loss and the spatial mixing due to the multiple diffuse reflections. Here, both experimental and conceptual innovations yield hardware and software solutions to increase the standoff distance of NLOS imaging from meter to kilometer range, which is about three orders of magnitude longer than previous experiments. In hardware, we develop a high-efficiency, low-noise NLOS imaging system at near-infrared wavelength based on a dual-telescope confocal optical design. In software, we adopt a convex optimizer, equipped with a tailored spatial-temporal kernel expressed using three-dimensional matrix, to mitigate the effect of the spatial-temporal broadening over long standoffs. Together, these enable our demonstration of NLOS imaging and real-time tracking of hidden objects over a distance of 1.43 km. The results will open venues for the development of NLOS imaging techniques and relevant applications to real-world conditions."
CHAO ZHANG,Event Horizon Telescope imaging of the archetypal blazar 3C 279 at an extreme 20 microarcsecond resolution,"3C 279 is an archetypal blazar with a prominent radio jet that show broadband flux density variability across the entire electromagnetic spectrum. We use an ultra-high angular resolution technique – global Very Long Baseline Interferometry (VLBI) at 1.3 mm (230 GHz) – to resolve the innermost jet of 3C 279 in order to study its fine-scale morphology close to the jet base where highly variable γ-ray emission is thought to originate, according to various models. The source was observed during four days in April 2017 with the Event Horizon Telescope at 230 GHz, including the phased Atacama Large Millimeter/submillimeter Array (ALMA), at an angular resolution of ∼20 μas (at a redshift of z = 0.536 this corresponds to ∼0.13 pc  ∼ 1700 Schwarzschild radii with a black hole mass M<jats:sub>BH</jats:sub> = 8 × 10^8 M_⊙). Imaging and model-fitting techniques were applied to the data to parameterize the fine-scale source structure and its variation. We find a multicomponent inner jet morphology with the northernmost component elongated perpendicular to the direction of the jet, as imaged at longer wavelengths. The elongated nuclear structure is consistent on all four observing days and across different imaging methods and model-fitting techniques, and therefore appears robust. Owing to its compactness and brightness, we associate the northern nuclear structure as the VLBI “core”. This morphology can be interpreted as either a broad resolved jet base or a spatially bent jet. We also find significant day-to-day variations in the closure phases, which appear most pronounced on the triangles with the longest baselines. Our analysis shows that this variation is related to a systematic change of the source structure. Two inner jet components move non-radially at apparent speeds of ∼15 c and ∼20 c (∼1.3 and ∼1.7 μas day^−1, respectively), which more strongly supports the scenario of traveling shocks or instabilities in a bent, possibly rotating jet. The observed apparent speeds are also coincident with the 3C 279 large-scale jet kinematics observed at longer (cm) wavelengths, suggesting no significant jet acceleration between the 1.3 mm core and the outer jet. The intrinsic brightness temperature of the jet components are ≲10^10 K, a magnitude or more lower than typical values seen at ≥7 mm wavelengths. The low brightness temperature and morphological complexity suggest that the core region of 3C 279 becomes optically thin at short (mm) wavelengths."
CHAO ZHANG,First M87 Event Horizon Telescope results. I. The shadow of the supermassive black hole,"When surrounded by a transparent emission region, black holes are expected to reveal a dark shadow caused by gravitational light bending and photon capture at the event horizon. To image and study this phenomenon, we have assembled the Event Horizon Telescope, a global very long baseline interferometry array observing at a wavelength of 1.3 mm. This allows us to reconstruct event-horizon-scale images of the supermassive black hole candidate in the center of the giant elliptical galaxy M87. We have resolved the central compact radio source as an asymmetric bright emission ring with a diameter of 42 ± 3 μas, which is circular and encompasses a central depression in brightness with a flux ratio gsim10:1. The emission ring is recovered using different calibration and imaging schemes, with its diameter and width remaining stable over four different observations carried out in different days. Overall, the observed image is consistent with expectations for the shadow of a Kerr black hole as predicted by general relativity. The asymmetry in brightness in the ring can be explained in terms of relativistic beaming of the emission from a plasma rotating close to the speed of light around a black hole. We compare our images to an extensive library of ray-traced general-relativistic magnetohydrodynamic simulations of black holes and derive a central mass of M = (6.5 ± 0.7) × 10^9 M ⊙. Our radio-wave observations thus provide powerful evidence for the presence of supermassive black holes in centers of galaxies and as the central engines of active galactic nuclei. They also present a new tool to explore gravity in its most extreme limit and on a mass scale that was so far not accessible."
